feature_set,target_bloc,feature,folds_present,mean_effective_coefficient,mean_absolute_effective_coefficient,coefficient_standard_deviation,positive_fold_share
history_plus_all_socio_sensitivity,Arab,missing__unemployment__גיל_ממוצע_של_מקבלי_דמי_אבטלה_לא_כולל_חיילים__annualized_change,5,0.005359892917207258,0.005359892917207258,0.0005306718245836103,1.0
history_plus_all_socio_sensitivity,Arab,missing__unemployment__דמי_אבטלה_ממוצעים_ליום_ש_ח__annualized_change,5,0.005359892917207258,0.005359892917207258,0.0005306718245836103,1.0
history_plus_all_socio_sensitivity,Arab,unemployment__אחוז_מקבלי_דמי_אבטלה_מבני_67_20_ממוצע_חודשי__level,1,0.005320452424797171,0.005320452424797171,,1.0
history_plus_all_socio_sensitivity,Arab,demographic__אחוז_גידול_האוכלוסייה_שנת_2015_לעומת_2014__level,3,-0.0026225463551097956,0.005319781784807658,0.005776144626167917,0.3333333333333333
history_plus_all_socio_sensitivity,Arab,demographic__אחוז_באוכלוסייה_בסוף_השנה_בני_75_ומעלה__level,1,-0.005310513630216383,0.005310513630216383,,0.0
history_plus_all_socio_sensitivity,Arab,demographic__ריבוי_טבעי_לאלף_תושבים_2015_2014__level,3,-0.005003461535364067,0.005297002571879397,0.004748876629760432,0.3333333333333333
history_plus_all_socio_sensitivity,Arab,missing__unemployment__מקבלי_דמי_אבטלה_ממוצע_חודשי_גברים__annualized_change,5,0.005226158106987033,0.005226158106987034,0.0040893271171035025,1.0
history_plus_all_socio_sensitivity,Arab,unemployment__מספר_משפחות_של_מקבלי_קצבאות_בגין_ילדים_סוף_שנה_עם_2_1_ילדים_במשפחה__level,5,-0.005164396079794322,0.005164396079794322,0.0006575228550027859,0.0
history_plus_all_socio_sensitivity,Arab,education__אחוז_זכאים_לתעודת_בגרות_שעמדו_בדרישות_הסף_של_האוניברסיטאות_מבין_תלמידי_כיתות_יב__level,1,0.00509765768341068,0.00509765768341068,,1.0
history_plus_all_socio_sensitivity,Arab,income__אחוז_העצמאים_המשתכרים_עד_מחצית_השכר_הממוצע__level,5,0.004030794861839215,0.005064734599201372,0.004426197870070638,0.8
history_plus_all_socio_sensitivity,Arab,missing__unemployment__מקבלי_גמלאות_סיעוד_סוף_שנה__annualized_change,5,0.00502862665884621,0.00502862665884621,0.0018294847053903214,1.0
history_plus_all_socio_sensitivity,Arab,income__מספר_השכירים__level,5,-0.0050115496086422864,0.0050115496086422864,0.00044889007285646627,0.0
history_plus_all_socio_sensitivity,Arab,demographic__אחוז_באוכלוסייה_בסוף_השנה_בני_4_0__level,1,0.004984349672788636,0.004984349672788636,,1.0
history_plus_all_socio_sensitivity,Arab,unemployment__מספר_ילדים_שבגינם_שולמו_קצבאות_במשפחות_עם_2_1_ילדים__level,5,-0.004883926978141089,0.004883926978141088,0.0006825961406922954,0.0
history_plus_all_socio_sensitivity,Arab,education__עובדי_הוראה_ממוצע_שעות_עבודה_שבועיות_לתלמיד__level,1,-0.004841272181962589,0.004841272181962589,,0.0
